Ref_file	Query_file	ANI	Align_fraction_ref	Align_fraction_query	Ref_name	Query_name
GCF_000308055.1	part22.bin.20	84.69	21.97	20.82	NZ_CAGY01000010.1 Actinomyces sp. ph3, whole genome shotgun sequence	part22.bin.20.fa_NODE_27_length_121281_cov_14.644647
GCA_900541895.1	part22.bin.20	84.48	21.73	20.25	UWSI01000001.1 uncultured Actinomyces sp. isolate UMGS402 genome assembly, contig: NODE_7_length_176809_cov_7.29918, whole genome shotgun sequence	part22.bin.20.fa_NODE_27_length_121281_cov_14.644647
GCF_021300775.1	part22.bin.21	98.46	89.03	92.32	NZ_JAJTJP010000001.1 Parvimonas micra strain SYY NODE_1_length_677962_cov_563.461224, whole genome shotgun sequence	part22.bin.21.fa_NODE_7_length_211221_cov_22.123050
GCF_000214475.1	part22.bin.21	86.55	35.06	38.30	NZ_AFII01000002.1 Parvimonas sp. oral taxon 110 str. F0139 Contig496, whole genome shotgun sequence	part22.bin.21.fa_NODE_7_length_211221_cov_22.123050
GCF_000223315.1	part22.bin.21	86.44	38.02	39.57	NZ_AFUS01000005.1 Parvimonas sp. oral taxon 393 str. F0440 Contig466, whole genome shotgun sequence	part22.bin.21.fa_NODE_7_length_211221_cov_22.123050
GCF_900637905.1	part22.bin.21	86.40	32.80	38.61	NZ_LR134472.1 Parvimonas micra strain NCTC11808 chromosome 1, complete sequence	part22.bin.21.fa_NODE_7_length_211221_cov_22.123050
GCF_016552165.1	part22.bin.21	83.72	20.56	24.95	NZ_JACVDA010000010.1 Parvimonas parva strain S3374 NODE_10_length_73593_cov_221.847938, whole genome shotgun sequence	part22.bin.21.fa_NODE_7_length_211221_cov_22.123050
GCA_015257125.1	part22.bin.22	96.78	89.19	88.20	JABZKU010000014.1 MAG: Prevotellaceae bacterium isolate JCVI_44_bin.38 NODE_101_length_54424_cov_26.290625, whole genome shotgun sequence	part22.bin.22.fa_NODE_23_length_125370_cov_31.385229
GCA_905369775.1	part22.bin.22	86.26	33.01	33.68	CAJPJR010000001.1 Prevotellaceae bacterium UBA1746 isolate DRR046098-mag-bin.1 genome assembly, contig: DRR046098-mag-bin.1_4, whole genome shotgun sequence	part22.bin.22.fa_NODE_23_length_125370_cov_31.385229
GCA_900556165.1	part22.bin.26	96.26	79.89	74.55	USNP01000001.1 uncultured bacterium isolate UMGS1907 genome assembly, contig: NODE_35_length_38690_cov_4.644467, whole genome shotgun sequence	part22.bin.26.fa_NODE_142_length_64718_cov_11.165566
GCA_013333405.2	part22.bin.26	87.84	24.96	24.02	JABCOZ020000001.1 MAG: Candidatus Saccharibacteria bacterium isolate T-A-F_MAG_00016 ORAL_C-T_MAG_00016-c_000000002469, whole genome shotgun sequence	part22.bin.26.fa_NODE_142_length_64718_cov_11.165566
GCA_916438495.1	part22.bin.26	86.37	22.78	24.03	CAKAEX010000001.1 TPA_asm: uncultured bacterium isolate DRR214962_bin.8_metaWRAP_v1.1_MAG genome assembly, contig: BNJV01000132, whole genome shotgun sequence	part22.bin.26.fa_NODE_142_length_64718_cov_11.165566
GCA_015256915.3	part22.bin.26	85.24	20.80	21.01	CP076101.2 MAG: Candidatus Saccharimonas sp. isolate JCVI_32_bin.49 chromosome, complete genome	part22.bin.26.fa_NODE_142_length_64718_cov_11.165566
GCA_013333395.2	part22.bin.3	96.62	56.03	54.55	JABCOX020000001.1 MAG: Clostridiales bacterium isolate T-A-F_MAG_00012 ORAL_C-T_MAG_00012-c_000000002041, whole genome shotgun sequence	part22.bin.3.fa_NODE_252_length_47067_cov_14.112844
GCA_013333035.2	part22.bin.3	90.57	44.38	55.89	JABCPQ020000001.1 MAG: Clostridiales bacterium isolate T-D-F_MAG_00006 ORAL_K-T_MAG_00006-c_000000001957, whole genome shotgun sequence	part22.bin.3.fa_NODE_252_length_47067_cov_14.112844
GCA_927911475.1	part22.bin.32	95.85	81.72	78.47	CAKMPP010000001.1 TPA_asm: uncultured Solobacterium sp. isolate ERR3827267_bin.6_metaWRAP_v1.1_MAG genome assembly, contig: ERZ4768125.373, whole genome shotgun sequence	part22.bin.32.fa_NODE_41_length_102064_cov_30.042575
GCA_015256455.1	part22.bin.32	95.37	83.52	85.00	JABZMB010000005.1 MAG: Solobacterium sp. isolate JCVI_44_bin.31 NODE_103_length_54155_cov_25.834270, whole genome shotgun sequence	part22.bin.32.fa_NODE_41_length_102064_cov_30.042575
GCA_900554555.1	part22.bin.32	91.23	60.33	39.85	USIC01000001.1 uncultured Solobacterium sp. isolate UMGS1737 genome assembly, contig: NODE_2118_length_17077_cov_3.972059, whole genome shotgun sequence	part22.bin.32.fa_NODE_41_length_102064_cov_30.042575
GCA_015256775.1	part22.bin.32	90.92	61.78	68.35	JABZLM010000040.1 MAG: Solobacterium sp. isolate JCVI_23_bin.4 NODE_1071_length_13431_cov_9.245739, whole genome shotgun sequence	part22.bin.32.fa_NODE_41_length_102064_cov_30.042575
GCF_000425005.1	part22.bin.32	88.89	42.95	61.30	NZ_AUKY01000001.1 Solobacterium moorei DSM 22971 H345DRAFT_scaffold00001.1_C, whole genome shotgun sequence	part22.bin.32.fa_NODE_41_length_102064_cov_30.042575
GCA_916438965.1	part22.bin.33	97.78	88.08	96.65	CAKAGI010000001.1 TPA_asm: uncultured Atopobium sp. isolate DRR214959_bin.32_metaWRAP_v1.1_MAG genome assembly, contig: BNJS01002245, whole genome shotgun sequence	part22.bin.33.fa_NODE_9_length_186877_cov_29.482807
GCA_018376005.1	part22.bin.33	92.99	48.19	48.42	JAHACE010000008.1 MAG: Atopobium sp. isolate L3_069_073G1_dasL3_069_073G1_maxbin2.maxbin.025sta_sub L3_069_073G1_scaffold_1003, whole genome shotgun sequence	part22.bin.33.fa_NODE_9_length_186877_cov_29.482807
GCA_000564995.1	part22.bin.33	92.28	69.47	79.19	JDFH01000001.1 Atopobium sp. ICM42b ctg7180000004937, whole genome shotgun sequence	part22.bin.33.fa_NODE_9_length_186877_cov_29.482807
GCA_023300185.1	part22.bin.33	91.92	67.57	80.35	CP097092.1 MAG: Lancefieldella parvula isolate JCVI-JB-Lp32 chromosome, complete genome	part22.bin.33.fa_NODE_9_length_186877_cov_29.482807
GCA_015259035.1	part22.bin.33	91.87	69.21	53.80	JABZHC010000010.1 MAG: Atopobium sp. isolate JCVI_17_bin.2 NODE_10_length_25690_cov_6.187600, whole genome shotgun sequence	part22.bin.33.fa_NODE_9_length_186877_cov_29.482807
GCA_015258785.1	part22.bin.33	91.87	68.05	74.26	JABZHP010000100.1 MAG: Atopobium sp. isolate JCVI_38_bin.20 NODE_100_length_2804_cov_4.952695, whole genome shotgun sequence	part22.bin.33.fa_NODE_9_length_186877_cov_29.482807
GCA_916438885.1	part22.bin.33	91.78	72.17	71.52	CAKAGG010000001.1 TPA_asm: uncultured Atopobium sp. isolate DRR214962_bin.14_metaWRAP_v1.1_MAG genome assembly, contig: BNJV01002112, whole genome shotgun sequence	part22.bin.33.fa_NODE_9_length_186877_cov_29.482807
GCA_015259105.1	part22.bin.33	91.75	67.31	69.94	JABZGZ010000100.1 MAG: Atopobium sp. isolate JCVI_13_bin.3 NODE_100_length_3477_cov_3.979706, whole genome shotgun sequence	part22.bin.33.fa_NODE_9_length_186877_cov_29.482807
GCA_015259045.1	part22.bin.33	91.65	63.69	62.11	JABZHD010000100.1 MAG: Atopobium sp. isolate JCVI_18_bin.1 NODE_100_length_4724_cov_1.646362, whole genome shotgun sequence	part22.bin.33.fa_NODE_9_length_186877_cov_29.482807
GCA_916720015.1	part22.bin.33	91.45	62.88	51.91	CAKAPZ010000001.1 TPA_asm: uncultured Atopobium sp. isolate SRR15235667_bin.17_metaWRAP_v1.1_MAG genome assembly, contig: NODE_333_length_31945_cov_9.037943, whole genome shotgun sequence	part22.bin.33.fa_NODE_9_length_186877_cov_29.482807
GCA_916715765.1	part22.bin.33	91.35	70.73	64.29	CAKAPG010000001.1 TPA_asm: uncultured Atopobium sp. isolate SRR15235649_bin.3_metaWRAP_v1.1_MAG genome assembly, contig: NODE_6_length_176965_cov_19.471827, whole genome shotgun sequence	part22.bin.33.fa_NODE_9_length_186877_cov_29.482807
GCA_015258715.1	part22.bin.33	91.33	66.37	73.08	JABZHR010000010.1 MAG: Atopobium sp. isolate JCVI_43_bin.6 NODE_10_length_36605_cov_13.308038, whole genome shotgun sequence	part22.bin.33.fa_NODE_9_length_186877_cov_29.482807
GCA_900555335.1	part22.bin.33	91.29	69.11	59.99	USKU01000001.1 uncultured Atopobium sp. isolate UMGS1817 genome assembly, contig: NODE_266_length_57989_cov_6.479011, whole genome shotgun sequence	part22.bin.33.fa_NODE_9_length_186877_cov_29.482807
GCA_916720465.1	part22.bin.33	90.63	56.15	41.95	CAKARF010000001.1 TPA_asm: uncultured Atopobium sp. isolate SRR15235658_bin.20_metaWRAP_v1.1_MAG genome assembly, contig: NODE_227_length_40640_cov_13.286214, whole genome shotgun sequence	part22.bin.33.fa_NODE_9_length_186877_cov_29.482807
GCA_022732885.1	part22.bin.33	88.56	51.23	54.76	JAIJTS010000020.1 MAG: Atopobium sp. isolate Map_83_010 contig_100_101, whole genome shotgun sequence	part22.bin.33.fa_NODE_9_length_186877_cov_29.482807
GCA_902373375.1	part22.bin.33	88.44	49.88	46.75	CABKMA010000001.1 uncultured Atopobium sp. isolate MGYG-HGUT-01267 genome assembly, contig: NODE_99_length_67062_cov_12.7619, whole genome shotgun sequence	part22.bin.33.fa_NODE_9_length_186877_cov_29.482807
GCF_000024225.1	part22.bin.33	87.79	47.81	54.03	NC_013203.1 Lancefieldella parvulum DSM 20469, complete sequence	part22.bin.33.fa_NODE_9_length_186877_cov_29.482807
GCA_905373835.1	part22.bin.37	93.52	61.23	69.92	CAJPUN010000001.1 Candidatus Saccharibacteria bacterium isolate SRR9217492-mag-bin.7 genome assembly, contig: SRR9217492-mag-bin.7_3, whole genome shotgun sequence	part22.bin.37.fa_NODE_870_length_21305_cov_6.779012
GCA_927910745.1	part22.bin.37	93.37	57.68	66.83	CAKMNX010000001.1 TPA_asm: uncultured Candidatus Saccharibacteria bacterium isolate ERR3827327_bin.3_metaWRAP_v1.1_MAG genome assembly, contig: ERZ4768338.6189, whole genome shotgun sequence	part22.bin.37.fa_NODE_870_length_21305_cov_6.779012
GCA_013333645.2	part22.bin.37	93.25	59.10	67.08	JABCOK020000001.1 MAG: Candidatus Saccharibacteria bacterium isolate P-B-M_MAG_00010 ORAL_M-P_MAG_00010-c_000000014379, whole genome shotgun sequence	part22.bin.37.fa_NODE_870_length_21305_cov_6.779012
GCA_015257665.1	part22.bin.37	92.88	51.23	60.95	JABZJS010000024.1 MAG: Candidatus Nanosynbacter sp. isolate JCVI_32_bin.57 NODE_10235_length_4339_cov_123.489729, whole genome shotgun sequence	part22.bin.37.fa_NODE_870_length_21305_cov_6.779012
GCA_002847985.1	part22.bin.38	95.78	80.98	87.72	PKJP01000001.1 Neisseria perflava strain UMB0210 ERR1203623.17957_1_35.1, whole genome shotgun sequence	part22.bin.38.fa_NODE_3_length_228858_cov_102.212388
GCA_001618065.1	part22.bin.38	95.62	80.24	88.09	LAEI01000056.1 Neisseria flavescens strain CD-NF2 seq0029, whole genome shotgun sequence	part22.bin.38.fa_NODE_3_length_228858_cov_102.212388
GCA_003044645.1	part22.bin.38	95.55	80.91	87.76	POXL01000001.1 Neisseria subflava strain C2011009653 C2011009653_S23_ctg_859, whole genome shotgun sequence	part22.bin.38.fa_NODE_3_length_228858_cov_102.212388
GCF_023472875.1	part22.bin.38	95.51	83.16	88.34	NZ_JAMDHR010000010.1 Neisseria perflava strain CCUG 17915 NODE_10_length_59262_cov_272.811946, whole genome shotgun sequence	part22.bin.38.fa_NODE_3_length_228858_cov_102.212388
GCA_024205705.1	part22.bin.38	95.26	74.55	86.65	CP073115.1 Neisseria subflava strain TT0077 chromosome, complete genome	part22.bin.38.fa_NODE_3_length_228858_cov_102.212388
GCA_001618085.1	part22.bin.38	95.23	79.93	86.61	LAEK01000014.1 Neisseria flavescens strain CNF seq0014, whole genome shotgun sequence	part22.bin.38.fa_NODE_3_length_228858_cov_102.212388
GCA_019334725.1	part22.bin.38	95.02	78.40	83.99	CP079818.1 Neisseria perflava strain LPB0400 chromosome, complete genome	part22.bin.38.fa_NODE_3_length_228858_cov_102.212388
GCA_024205745.1	part22.bin.38	94.89	82.78	85.94	CP073117.1 Neisseria subflava strain HP0015 chromosome, complete genome	part22.bin.38.fa_NODE_3_length_228858_cov_102.212388
GCF_013267835.1	part22.bin.38	94.80	81.83	85.37	NZ_CP053939.1 Neisseria mucosa strain FDAARGOS_758 chromosome, complete genome	part22.bin.38.fa_NODE_3_length_228858_cov_102.212388
GCF_005221305.1	part22.bin.38	94.45	77.03	79.30	NZ_CP039887.1 Neisseria subflava strain ATCC 49275 chromosome, complete genome	part22.bin.38.fa_NODE_3_length_228858_cov_102.212388
GCF_005221285.1	part22.bin.38	94.20	71.94	75.29	NZ_CP039886.1 Neisseria flavescens strain ATCC 13120 chromosome, complete genome	part22.bin.38.fa_NODE_3_length_228858_cov_102.212388
GCF_900475315.1	part22.bin.38	86.59	15.47	13.29	NZ_LS483369.1 Neisseria cinerea strain NCTC10294 chromosome 1, complete sequence	part22.bin.38.fa_NODE_3_length_228858_cov_102.212388
GCF_000238055.2	part22.bin.4	97.47	49.84	80.03	NZ_KE148312.1 Oribacterium parvum ACB1 acqcx-supercont2.1, whole genome shotgun sequence	part22.bin.4.fa_NODE_760_length_23392_cov_5.210910
GCA_916438775.1	part22.bin.4	96.36	29.37	33.55	CAKAGX010000001.1 TPA_asm: uncultured Oribacterium sp. isolate DRR214959_bin.10_metaWRAP_v1.1_MAG genome assembly, contig: BNJS01000410, whole genome shotgun sequence	part22.bin.4.fa_NODE_760_length_23392_cov_5.210910
GCA_916439225.1	part22.bin.4	90.45	21.53	34.94	CAKAHF010000001.1 TPA_asm: uncultured Oribacterium sp. isolate DRR214960_bin.15_metaWRAP_v1.1_MAG genome assembly, contig: BNJT01000158, whole genome shotgun sequence	part22.bin.4.fa_NODE_760_length_23392_cov_5.210910
GCF_900637555.1	part22.bin.40	96.98	79.51	88.65	NZ_LR134378.1 Lautropia mirabilis strain NCTC12852 chromosome 1, complete sequence	part22.bin.40.fa_NODE_601_length_27764_cov_7.645855
GCF_001078375.1	part22.bin.43	98.25	66.70	83.08	NZ_DF967922.1 Veillonella tobetsuensis strain ATCC BAA-2400, whole genome shotgun sequence	part22.bin.43.fa_NODE_63_length_90206_cov_12.484709
GCF_002959915.1	part22.bin.43	89.52	36.97	43.48	NZ_PPDE01000010.1 Veillonella atypica KON strain ATCC 17744 Contig_10_len_79726, whole genome shotgun sequence	part22.bin.43.fa_NODE_63_length_90206_cov_12.484709
GCA_905214495.1	part22.bin.43	87.63	33.76	30.59	CAJMLW010000001.1 TPA_asm: uncultured bacterium isolate ERR1190924-bin.8 genome assembly, contig: NODE_85_length_121908_cov_78.974486, whole genome shotgun sequence	part22.bin.43.fa_NODE_63_length_90206_cov_12.484709
GCA_022737715.1	part22.bin.43	87.32	30.41	31.46	JAIITD010000147.1 MAG: Veillonella sp. isolate Map_179_004 contig_100_1000, whole genome shotgun sequence	part22.bin.43.fa_NODE_63_length_90206_cov_12.484709
GCA_934202095.1	part22.bin.43	87.04	30.49	24.99	CAKPXN010000001.1 MAG: uncultured Veillonella sp. isolate REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_K_24_1920.193 genome assembly, contig: Hadza_MoBio_hadza-E-H_K_24_1920__NODE_329_length_145335_cov_10.105770, whole genome shotgun sequence	part22.bin.43.fa_NODE_63_length_90206_cov_12.484709
GCA_934230905.1	part22.bin.43	85.93	23.11	26.74	CAKQFJ010000001.1 MAG: uncultured Veillonella sp. isolate REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_C_10_1834.4 genome assembly, contig: Hadza_MoBio_hadza-E-H_C_10_1834__NODE_38_length_103912_cov_18.490962, whole genome shotgun sequence	part22.bin.43.fa_NODE_63_length_90206_cov_12.484709
GCA_900167215.1	part22.bin.45	96.65	53.75	72.42	FUZS01000038.1 [Eubacterium] yurii strain ATCC 43714 genome assembly, contig: EI51DRAFT_scaffold00036.36, whole genome shotgun sequence	part22.bin.45.fa_NODE_1600_length_13278_cov_4.178023
GCA_000146855.1	part22.bin.45	91.63	25.59	33.90	GL405246.1 Eubacterium yurii subsp. margaretiae ATCC 43715 genomic scaffold SCAFFOLD1, whole genome shotgun sequence	part22.bin.45.fa_NODE_1600_length_13278_cov_4.178023
GCA_905370385.1	part22.bin.5	97.82	92.14	75.90	CAJPKN010000001.1 Stomatobaculum longum isolate DRR241310-mag-bin.6 genome assembly, contig: DRR241310-mag-bin.6_40, whole genome shotgun sequence	part22.bin.5.fa_NODE_35_length_112625_cov_13.694626
GCA_916439095.1	part22.bin.5	94.55	68.20	81.46	CAKAGU010000001.1 TPA_asm: uncultured Stomatobaculum sp. isolate DRR214961_bin.33_metaWRAP_v1.1_MAG genome assembly, contig: BNJU01000551, whole genome shotgun sequence	part22.bin.5.fa_NODE_35_length_112625_cov_13.694626
GCA_000242235.1	part22.bin.5	87.66	36.79	40.56	JH590861.1 Lachnospiraceae bacterium ACC2 genomic scaffold supercont1.1, whole genome shotgun sequence	part22.bin.5.fa_NODE_35_length_112625_cov_13.694626
GCA_018375675.1	part22.bin.9	97.35	61.99	80.23	JAHACW010000023.1 Actinomyces sp. isolate L2_047_000G1_dasL2_047_000G1_concoct_43 L2_047_000G1_scaffold_1006, whole genome shotgun sequence	part22.bin.9.fa_NODE_381_length_36727_cov_20.924711
GCF_019429565.1	part22.bin.9	93.81	56.31	74.71	NZ_JAHXSA010000001.1 Schaalia sp. ORNL0103 Contig1, whole genome shotgun sequence	part22.bin.9.fa_NODE_381_length_36727_cov_20.924711
GCA_001072465.1	part22.bin.9	93.51	52.46	72.71	JVKM01000001.1 Xylanimonas cellulosilytica strain 352_XCEL 110_66223_1022100, whole genome shotgun sequence	part22.bin.9.fa_NODE_381_length_36727_cov_20.924711
GCF_005696695.1	part22.bin.9	93.50	53.62	71.41	NZ_CP040006.1 Schaalia odontolytica strain XH001 chromosome, complete genome	part22.bin.9.fa_NODE_381_length_36727_cov_20.924711
GCA_001838165.1	part22.bin.9	93.12	55.32	74.22	KV835854.1 Actinomyces sp. HMSC035G02 genomic scaffold Scaffold0, whole genome shotgun sequence	part22.bin.9.fa_NODE_381_length_36727_cov_20.924711
GCA_001064145.1	part22.bin.9	92.61	50.37	66.96	JVOJ01000004.1 Sanguibacter keddieii strain 250_SKED 729_52193_1410633_2_,...,423+, whole genome shotgun sequence	part22.bin.9.fa_NODE_381_length_36727_cov_20.924711
GCF_009730335.1	part22.bin.9	92.61	47.79	65.60	NZ_CP046315.1 Schaalia odontolytica strain FDAARGOS_732 chromosome, complete genome	part22.bin.9.fa_NODE_381_length_36727_cov_20.924711
GCA_916439125.1	part22.bin.9	92.19	43.27	59.00	CAKAHQ010000001.1 TPA_asm: uncultured Actinomyces sp. isolate DRR214959_bin.8_metaWRAP_v1.1_MAG genome assembly, contig: BNJS01000723, whole genome shotgun sequence	part22.bin.9.fa_NODE_381_length_36727_cov_20.924711
GCF_002847525.1	part22.bin.9	91.91	43.71	57.74	NZ_PKKM01000001.1 Schaalia odontolytica strain UMB0018 ERR1203605.17957_1_17.1, whole genome shotgun sequence	part22.bin.9.fa_NODE_381_length_36727_cov_20.924711
GCA_916438365.1	part22.bin.9	91.89	37.85	45.44	CAKAEY010000001.1 TPA_asm: uncultured Sanguibacter sp. isolate DRR214962_bin.2_metaWRAP_v1.1_MAG genome assembly, contig: BNJV01000374, whole genome shotgun sequence	part22.bin.9.fa_NODE_381_length_36727_cov_20.924711
GCA_916438945.1	part22.bin.9	91.32	41.25	49.17	CAKAGS010000001.1 TPA_asm: uncultured Actinomycetaceae bacterium isolate DRR214959_bin.12_metaWRAP_v1.1_MAG genome assembly, contig: BNJS01001053, whole genome shotgun sequence	part22.bin.9.fa_NODE_381_length_36727_cov_20.924711
GCA_902373435.1	part22.bin.9	91.28	43.30	51.64	CABKMD010000001.1 uncultured Actinomyces sp. isolate MGYG-HGUT-01273 genome assembly, contig: NODE_51_length_93043_cov_6.51724, whole genome shotgun sequence	part22.bin.9.fa_NODE_381_length_36727_cov_20.924711
GCA_000411415.1	part22.bin.9	89.10	29.10	39.90	KE150450.1 Actinomyces sp. HPA0247 genomic scaffold acAqT-supercont1.1, whole genome shotgun sequence	part22.bin.9.fa_NODE_381_length_36727_cov_20.924711
GCA_019425105.1	part22.bin.9	88.87	26.34	33.14	JAHYYD010000001.1 MAG: Actinobacteria bacterium isolate HRGM_Genome_0302 HRGM_Genome_0302_1, whole genome shotgun sequence	part22.bin.9.fa_NODE_381_length_36727_cov_20.924711
GCA_900556405.1	part22.bin.9	88.56	24.74	27.54	USPB01000001.1 uncultured Actinomyces sp. isolate UMGS1934 genome assembly, contig: NODE_216_length_50318_cov_26.014723, whole genome shotgun sequence	part22.bin.9.fa_NODE_381_length_36727_cov_20.924711
GCA_902373545.1	part22.bin.9	88.22	16.86	22.36	CABKMZ010000001.1 uncultured Actinomyces sp. isolate MGYG-HGUT-01285 genome assembly, contig: NODE_11_length_114815_cov_22.1871, whole genome shotgun sequence	part22.bin.9.fa_NODE_381_length_36727_cov_20.924711
GCF_900445025.1	part22.bin.9	88.22	22.91	31.72	NZ_UAPR01000026.1 Schaalia odontolytica strain NCTC9935, whole genome shotgun sequence	part22.bin.9.fa_NODE_381_length_36727_cov_20.924711
GCF_000466265.1	part22.bin.9	88.02	18.43	25.68	NZ_KE952098.1 Actinomyces sp. oral taxon 172 str. F0311 Scaffold0, whole genome shotgun sequence	part22.bin.9.fa_NODE_381_length_36727_cov_20.924711
GCF_000278725.1	part22.bin.9	87.87	13.88	19.14	NZ_ALCA01000001.1 Actinomyces sp. ICM47 ctg120010148499, whole genome shotgun sequence	part22.bin.9.fa_NODE_381_length_36727_cov_20.924711
GCA_916049555.1	part25.bin.1	94.98	83.39	73.65	CAJZIB010000001.1 TPA_asm: uncultured Candidatus Saccharibacteria bacterium isolate ERR2764996_bin.1_metaWRAP_v1.1_MAG genome assembly, contig: ERZ1674194.128, whole genome shotgun sequence	part25.bin.1.fa_NODE_75_length_58897_cov_9.427042
GCA_013332965.2	part25.bin.1	94.83	77.84	80.78	JABCPR020000001.1 MAG: Candidatus Saccharibacteria bacterium isolate T-D-F_MAG_00008 ORAL_K-T_MAG_00008-c_000000005844, whole genome shotgun sequence	part25.bin.1.fa_NODE_75_length_58897_cov_9.427042
GCA_004138405.1	part25.bin.2	90.88	18.31	21.46	PRLL01000001.1 Candidatus Nanosyncoccus nanoralicus strain TM7_KMM_G3_1_HOT_351 G3KMM_1, whole genome shotgun sequence	part25.bin.2.fa_NODE_1349_length_10828_cov_4.539775
GCA_001064145.1	part25.bin.24	98.48	38.28	86.12	JVOJ01000004.1 Sanguibacter keddieii strain 250_SKED 729_52193_1410633_2_,...,423+, whole genome shotgun sequence	part25.bin.24.fa_NODE_229_length_34418_cov_14.479207
GCA_916438365.1	part25.bin.24	93.95	25.61	52.04	CAKAEY010000001.1 TPA_asm: uncultured Sanguibacter sp. isolate DRR214962_bin.2_metaWRAP_v1.1_MAG genome assembly, contig: BNJV01000374, whole genome shotgun sequence	part25.bin.24.fa_NODE_229_length_34418_cov_14.479207
GCA_001838165.1	part25.bin.24	92.88	32.10	72.88	KV835854.1 Actinomyces sp. HMSC035G02 genomic scaffold Scaffold0, whole genome shotgun sequence	part25.bin.24.fa_NODE_229_length_34418_cov_14.479207
GCA_018375675.1	part25.bin.24	92.51	32.84	71.93	JAHACW010000023.1 Actinomyces sp. isolate L2_047_000G1_dasL2_047_000G1_concoct_43 L2_047_000G1_scaffold_1006, whole genome shotgun sequence	part25.bin.24.fa_NODE_229_length_34418_cov_14.479207
GCF_019429565.1	part25.bin.24	92.28	31.11	69.86	NZ_JAHXSA010000001.1 Schaalia sp. ORNL0103 Contig1, whole genome shotgun sequence	part25.bin.24.fa_NODE_229_length_34418_cov_14.479207
GCA_001072465.1	part25.bin.24	91.75	30.18	70.79	JVKM01000001.1 Xylanimonas cellulosilytica strain 352_XCEL 110_66223_1022100, whole genome shotgun sequence	part25.bin.24.fa_NODE_229_length_34418_cov_14.479207
GCA_902373435.1	part25.bin.24	91.74	30.10	60.75	CABKMD010000001.1 uncultured Actinomyces sp. isolate MGYG-HGUT-01273 genome assembly, contig: NODE_51_length_93043_cov_6.51724, whole genome shotgun sequence	part25.bin.24.fa_NODE_229_length_34418_cov_14.479207
GCF_005696695.1	part25.bin.24	91.52	31.18	70.27	NZ_CP040006.1 Schaalia odontolytica strain XH001 chromosome, complete genome	part25.bin.24.fa_NODE_229_length_34418_cov_14.479207
GCF_009730335.1	part25.bin.24	91.29	27.78	64.54	NZ_CP046315.1 Schaalia odontolytica strain FDAARGOS_732 chromosome, complete genome	part25.bin.24.fa_NODE_229_length_34418_cov_14.479207
GCA_916438945.1	part25.bin.24	91.05	24.60	49.63	CAKAGS010000001.1 TPA_asm: uncultured Actinomycetaceae bacterium isolate DRR214959_bin.12_metaWRAP_v1.1_MAG genome assembly, contig: BNJS01001053, whole genome shotgun sequence	part25.bin.24.fa_NODE_229_length_34418_cov_14.479207
GCF_002847525.1	part25.bin.24	90.34	26.31	58.82	NZ_PKKM01000001.1 Schaalia odontolytica strain UMB0018 ERR1203605.17957_1_17.1, whole genome shotgun sequence	part25.bin.24.fa_NODE_229_length_34418_cov_14.479207
GCA_916439125.1	part25.bin.24	90.31	24.57	56.70	CAKAHQ010000001.1 TPA_asm: uncultured Actinomyces sp. isolate DRR214959_bin.8_metaWRAP_v1.1_MAG genome assembly, contig: BNJS01000723, whole genome shotgun sequence	part25.bin.24.fa_NODE_229_length_34418_cov_14.479207
GCA_000411415.1	part25.bin.24	89.75	17.62	40.89	KE150450.1 Actinomyces sp. HPA0247 genomic scaffold acAqT-supercont1.1, whole genome shotgun sequence	part25.bin.24.fa_NODE_229_length_34418_cov_14.479207
GCA_019425105.1	part25.bin.24	89.29	16.14	34.35	JAHYYD010000001.1 MAG: Actinobacteria bacterium isolate HRGM_Genome_0302 HRGM_Genome_0302_1, whole genome shotgun sequence	part25.bin.24.fa_NODE_229_length_34418_cov_14.479207
GCA_900556405.1	part25.bin.24	88.54	15.98	30.11	USPB01000001.1 uncultured Actinomyces sp. isolate UMGS1934 genome assembly, contig: NODE_216_length_50318_cov_26.014723, whole genome shotgun sequence	part25.bin.24.fa_NODE_229_length_34418_cov_14.479207
GCF_000278725.1	part25.bin.24	88.42	10.28	23.98	NZ_ALCA01000001.1 Actinomyces sp. ICM47 ctg120010148499, whole genome shotgun sequence	part25.bin.24.fa_NODE_229_length_34418_cov_14.479207
GCF_000466265.1	part25.bin.24	88.33	13.43	31.67	NZ_KE952098.1 Actinomyces sp. oral taxon 172 str. F0311 Scaffold0, whole genome shotgun sequence	part25.bin.24.fa_NODE_229_length_34418_cov_14.479207
GCA_902373545.1	part25.bin.24	88.32	11.91	26.73	CABKMZ010000001.1 uncultured Actinomyces sp. isolate MGYG-HGUT-01285 genome assembly, contig: NODE_11_length_114815_cov_22.1871, whole genome shotgun sequence	part25.bin.24.fa_NODE_229_length_34418_cov_14.479207
GCF_900445025.1	part25.bin.24	88.30	14.23	33.36	NZ_UAPR01000026.1 Schaalia odontolytica strain NCTC9935, whole genome shotgun sequence	part25.bin.24.fa_NODE_229_length_34418_cov_14.479207
